BLEU,WER,diff_ref_hyp,nr_1,diff_hyp_ref,nr_2,reference,hypothese,id
0.167,0.75,benutzbar fenster dem fenstern undichten wirklich der,7,zu benutzen chance undichterfenster zustandsgebung im diese heutigen diesem,9,die räume sind wegen undichten fenstern und dem schlechten isolationswert der fenster nicht mehr wirklich benutzbar,die räume sind wegen undichterfenster und zu diesem schlechten isolationswert und diese chance nicht mehr im heutigen zustandsgebung zu benutzen,2290  d3ef57e9-ab1a-4805-95c1-c047d005ebba
0.165,0.55,an meinen kraftwerksgesellschaft sondern photovoltaikanlage andere selber eine,8,kraftwerke ihnen anderen einer wie mein einen photovoltaikanlagen bei,9,ich habe selber eine photovoltaikanlage aber ich bin nicht mit der bkw verbandelt sondern kann meinen strom an eine andere kraftwerksgesellschaft liefern,ich habe einen photovoltaikanlagen aber ich bin nicht bei der bkw mit ihnen verbandelt wie kann mein strom einer anderen kraftwerke liefern,282  d5a4a6a4-8f24-400d-b9f0-10fcef7c1bca
0.163,0.52,felsspalten an auf sie anzapft dann felsspalte bohrt in fasst gräbt,11,anbohren solche anzusatzen felsbalten eben felspalten aufgraben erfasst,8,das wasser läuft in natürlichen felsspalten und wenn man eine fassung erstellt dann gräbt man die felsspalte auf oder bohrt sie an und fasst so eine quelle die man dann anzapft,das wasser läuft die natürlichen felspalten und wenn man eine solche fassung erstellt eben die felsbalten anbohren oder eben aufgraben und so eine quelle erfasst und anzusatzen,1773  9b3f9cd7-9475-4704-8671-e75c26c10ddd
0.163,0.58,zu heraus aber damit es aussagekräftige bauch braucht entscheidungen treffen um,11,buch haben für dass wirklich entscheide aussagekräftigen,7,aber um diese entscheidungen zu treffen braucht es aussagekräftige grundlagen damit wir nicht aus dem bauch heraus entscheiden müssen,für diese entscheide grundlagen haben wirklich grundlagen aussagekräftigen grundlagen dass wir nicht aus dem buch entscheiden müssen,1231  2d4a33a7-8339-4c9a-a6d6-4e849db95590
0.161,0.58,die als dies damit am volk welches ende auch noch,10,genau der zur,3,dies ist nichts als arbeitsbeschaffung für das parlament für die kommission und am ende für das volk welches wir auch noch damit bemühen darüber zu befinden,das ist nichts genau der arbeitsbeschaffung für das parlament zur kommission und wir bemühen nichts darüber zu befinden,3294  130cdcae-f9c9-40c5-861e-f430b111c425
0.159,0.55,bäche jetzt lamm diese am kommen den in verbauungen einmündung bachbett,11,die mit ram netzenverbauungen bechen minderung dachbett drin,8,am lamm und schwanderbach diese beiden bäche kommen kurz vor der einmündung in den brienzersee zusammen bestehen schon jetzt verbauungen im bachbett,der ram und schwanderbach die beiden bechen mit kurz vor drin minderung im brienzersee zusammen bestehen schon netzenverbauungen im dachbett,1624  19f64088-9d56-4154-b599-fdba0293f7de
0.159,0.67,regionalkonferenzen laufe behauptung müller etwas er den moritz sagt wenn,10,zu ihnen wenig hauptung heisst müllern das ein sei regionalkonferenz der auch,12,ich finde es eine etwas kühne behauptung von moritz müller wenn er sagt es laufe gar nicht gut in den regionalkonferenzen,ich finde es ein wenig eine kühne hauptung von ihnen auch nicht zu müllern das heisst es sei gar nicht gut in der regionalkonferenz,1044  6fdaa797-48ba-4ef1-8d0e-4f6b8eca54ca
0.158,0.57,2019 weiter genau ein dem lang in so und,9,die wie sind dass garau dies länger,7,wir haben im august 2019 im verwaltungsrat ein papier verabschiedet 17 seiten lang in dem wir uns genau mit dieser thematik auseinandersetzen mit allen details und so weiter,wir haben dies august dass papier verabschiedet im verwaltungsrat 17 seiten länger die wir uns garau mit dieser thematik auseinandersetzen wie wir allen details sind,2542  3f134c9a-4a60-45b7-bed0-282084ab44a1
0.157,0.64,an waren svpdemo gesorgt für war rechte anlass ärger haben störten der diesen,13,anlasse sorgen verärgert welche wir sei eben in gestört svp recht ist,12,es war nicht so dass an der svpdemo rechte demonstranten für ärger gesorgt haben sondern es waren genau die linken demonstranten die diesen anlass störten,es ist nicht so dass wir die svp demonstranten eben recht in demonstranten verärgert sorgen sondern es sei genau die linken demonstranten welche die anlasse gestört,1626  cedeeb92-b632-4460-9986-5defdc8f9fc2
0.154,0.59,motionstext zu sämtliche seien überprüfen amtssprachen denselben bedingungen im,9,ämtere ansprachen sein das zum,5,zu punkt 3 im motionstext steht dass der regierungsrat überprüfen soll dass sämtliche dienstleistungsaufträge zu denselben bedingungen in beiden amtssprachen zugänglich seien,zum punkt 3 steht dass der regierungsrat das ämtere dienstleistungsaufträge in beiden ansprachen zugänglich sein soll,376  227e208c-efe4-4afb-8aa6-2eb7c20e1675
0.153,0.95,bund vom zwischendurch grosszügige gemassregelt anwendet,6,zu regelt gewasser grosszügiger des vor hat bisschen abwendet weniger dazwischen ein allem triff bundes versucht und,17,wir unterstützen deshalb auch die grosszügige bewilligungspraxis die die regierung anwendet auch wenn sie zwischendurch vom bund gemassregelt wird,wir unterstützen deshalb vor allem auch die grosszügiger bewilligungspraxis die die regierung versucht hat versucht zu weniger und abwendet auch wenn sie dazwischen triff des bundes ein bisschen gewasser regelt wird,2605  4a95000f-22ec-4c45-b29a-8520da4c736f
0.15,0.62,anderen lösung einem möglich einen weg hinsieht denn wenn der wollen eine ist,13,sollte dies welche hinschaut antrag dem haben in lesen diesen auch,11,weshalb wollen wir denn einen vorstoss überweisen der eine gesetzesänderung fordert wenn die lösung auf einem anderen weg möglich ist nämlich indem man besser und vor allem individueller hinsieht,weshalb haben wir diesen vorstoss überweisen welche die gesetzesänderung fordert sollte man dies auch auf dem antrag lesen nämlich indem man besser hinschaut und in die vor allem individueller hinschaut,752  bb3bb090-1647-423c-949c-675d7893559b
0.15,0.54,auszuspielen dass mir darum auch eine,6,die des ausspielung um dann einen,6,und ich möchte auch noch ganz klar deponieren dass es mir nicht darum geht eine kulturinstitution gegen eine andere auszuspielen überhaupt nicht das darf sicher hier nicht sein,und dann möchte ich ganz klar noch deponieren es geht nicht um die ausspielung des einen kulturinstitution gegen die andere überhaupt nicht das darf hier sicher nicht sein,969  c2955228-7f45-4e95-98d4-5d832130173f
0.148,0.68,zu handelt damit das aus überprüfen gleichen kommt sich dabei hand aktuelle um künftig,14,dieses getan seelanreizsysteme dass zukunft in werden angekommen moment im ist,11,es handelt sich dabei schlicht und einfach um eine finanztechnische grundlage die es ermöglichen soll das aktuelle fehlanreizsystem zu überprüfen damit beides künftig aus der gleichen hand kommt,es ist schlicht und einfach eine finanztechnische grundlage die ermöglichen soll dass dieses fehlanreizsystem im moment getan werden soll und in der zukunft beides und seelanreizsysteme angekommen,2130  532af6fd-d2d8-48c7-8429-b641e50c6d24
0.146,0.67,jede sie geht einmal der können kartellabsprachen doping worum wie antwort entnehmen wir denn fairen haben nur wettbewerb nicht,19,quartell vorhin konnten nehmen jeder fa topping man absprachen ja jetzt dopping verantwortlichen jeden in weil meiner massgeht,18,wie wir der antwort der regierung entnehmen können ist sie selbstverständlich gegen jede art von doping denn wir haben erst einmal nicht begriffen worum es geht nicht nur gegen jede art von doping also kartellabsprachen sondern auch für einen freien und fairen wettbewerb,in meiner verantwortlichen regierung nehmen konnten ist es ja selbstverständlich gegen jeden art von dopping weil man jetzt erst vorhin begriffen massgeht jeder art topping also quartell absprachen sondern auch für einen freien und fa,1748  84a7c8b9-6181-4774-b23c-328f3670d781
0.145,1.15,könnte stoppen wäre prämienanstieg es,5,die wie sind edu wir steigt gleicher meinung pramia weiss auch da,12,noch zielführender und wirksamer wäre es natürlich wenn man den prämienanstieg stoppen könnte,noch zielführender und wirksamer weiss und da sind wir gleicher meinung auch wie die edu wenn man natürlich den pramia steigt,1731  4e01244c-ce0e-4827-bc52-057fecf22fa9
0.142,0.93,regierungsrat ja oh herr geschätzter sind grossräte sie nein,9,die bärtschi waren alfred grossräten extrem den das in svp allein hat,12,geschätzter herr ratspräsident geschätzter regierungsrat geschätzte nationalräte und nationalrätinnen oh nein sie sind ja grossräte,die svp hat alfred bärtschi geschätzte ratspräsident geschätzte nationalräte und nationalrätinnen allein das waren in den grossräten extrem,1600  b838efd3-909f-4bfc-889f-8e02d70c213a
0.136,0.75,dies diese er tun besitzer ob eine der arbeiten und,10,die durch über arbeite ich genau sitzer das unter besitzern ein machen werden was ist,15,diese arbeiten nicht eine stunde länger sondern höchstens der besitzer dieses ladens arbeitet länger und der besitzer selber kann ja immer noch sagen ob er dies tun will,ich arbeite nicht ein stunde länger sondern höchstens werden länger arbeitet ist durch die sitzer dieses ladens genau unter besitzern selber kann ja das immer noch selber sagen über das was machen will,310  088f75b1-0066-4f9b-b7ce-0199c5c06d5e
0.136,0.77,vom sollen bisschen intervallen uns den ein in erscheint vorgegebenen,10,vor wie ich etwas interwalle nach vorgibt es dem von indem bedaucht eine der seller,15,die rgsk sollen überarbeitet werden und zwar in den vom bund vorgegebenen intervallen auch wenn uns das vielleicht ein bisschen übertrieben erscheint,die rgsk nach wie vor seller überarbeitet werden und zwar indem eine interwalle von dem es der bund vorgibt auch wenn ich das vielleicht etwas übertrieben bedaucht,805  74901520-eb3c-483f-a884-773eaadeef48
0.135,0.75,sieben will sollten das es tba machen unsicheren kreiseln auch bei,11,sind dieser tut sein kreiseli amt unsicher volle wollen wo kreisen noch man,13,das tba schreibt auch dass es bei sechs oder sieben sehr unsicheren kreiseln die gemeinden darauf hinweisen will dass sie dort etwas machen sollten,dieser schreibt sein volle amt sechs oder kreiseli kreisen die noch sehr unsicher sind wo sie die gemeinden darauf hinweisen wollen dass man dort etwas tut,2646  d34c4604-db54-4f81-80a3-a1381e38159a
0.13,0.73,zu blickwinkeln für dieser heisst das aus kann anschauen man sonnenstrom,11,des auf ich solangen angeschaut den seiten habe bkw sonnenstroms mich zur und,13,der entscheid zu dieser drastischen senkung der entschädigung für sonnenstrom das heisst von einheimischem sauberem strom kann man aus verschiedenen blickwinkeln anschauen,den entscheid der bkw zur drastischen senkung der entschädigung des solangen des sonnenstroms und einheimischem von sauberem strom habe ich mich auf verschiedenen seiten angeschaut,1127  7b435564-6a15-4c62-a9e7-fb44df4d35b9
0.128,0.69,unserer durch gebastelten führten offiziellen selbst am wir podiumsdiskussionen gestalteten urne der,12,gestaltet doffizieller diese unseren man dem habe urnen von umsetzungsdiskussionen durchgeführt gastlichen selber,13,die kinder gestalteten plakate wir führten podiumsdiskussionen durch und am freitag vor der offiziellen abstimmung haben die schülerinnen und schüler an unserer selbst gebastelten urne abgestimmt,die kinder haben plakate gestaltet man habe vor diese umsetzungsdiskussionen durchgeführt und dem freitag von doffizieller abstimmung haben schülerinnen und schüler an unseren selber gastlichen und urnen abgestimmt,446  b272e568-ce5d-4ac1-8f11-0a0ba3cd65c7
0.11,0.86,wegen müssten seien bezahlt im explodierten werden prämien exzessiven der untragbar man hat,13,explodieren untertragbar einen wir müssen sei exessiven haben in so prêles mietzahlen,12,man hat heute das argument gehört wegen der exzessiven löhne müssten jetzt diese prämien bezahlt werden die prämienbelastungen seien für alle untragbar und die kosten im gesundheitswesen explodierten,so wir haben heute das argument gehört die exessiven löhne gehört und wir müssen jetzt in prêles mietzahlen diese prämienbelastungen sei einen untertragbar für alle und das gesundheitswesen diese kosten explodieren,1402  46f89b62-3642-4937-9487-a9d62cca39de
0.108,0.63,skilifte wie gäbe kein sie dann es schilthornrestaurant logischerweise wenn niesenbahn gegeben,12,ihnen anderen loberschweise werden geben keinen schilften schildorrester,8,wenn es früher leute wie sie gegeben hätte dann gäbe es heute noch keine gurtenbahn keine niesenbahn kein schilthornrestaurant und wahrscheinlich auch keine skilifte und logischerweise auch keine olympischen spiele,leute geben ihnen früher heute noch keinen gurtenbahn werden keinen schildorrester anderen hätte wahrscheinlich keine schilften und loberschweise auch keine olympischen spiele,2505  ea238e9d-2084-4d36-a815-96f236c7b85a
0.098,0.69,co ausstossen daher stau sie stehen einfach wenn mich und baumann erstaunt frage etwas vier klüger im ist,18,jirkilian 4 ihrer coausstossen irgendwelche bisschen den ein bärend stunde der gescheiderischen,12,daher bin ich etwas erstaunt über die argumentation von kilian baumann und frage mich ob es klüger ist wenn die autos während vier stunden im stau stehen und co ausstossen oder wenn sie einfach fahren können,ich bin ein bisschen der stunde über die argumentation von jirkilian kilian ob es den gescheiderischen autos bärend 4 stunden irgendwelche coausstossen oder während ihrer fahren können,2284  76470194-b0e0-497c-88ba-0f53902dd8d9
0.0,1.0,vernachlässigt während hat,3,mit liffe über lasst einfach den,6,während jahren hat man dies vernachlässigt,mit den über jahren lasst man dies einfach liffe,1926  a465ba1b-0959-4a53-8d99-462383188eb1
0.0,0.8,diesmal der,2,es bis einmal,3,diesmal vielleicht in der kiesbranche,bis es einmal vielleicht in kiesbranche,2800  0533ecb2-2b6f-4d08-ac59-ff06583276bf
0.0,0.5,dass hervorragende leistet,3,geleistet vorragende hat,3,das heisst dass die ph hervorragende arbeit leistet,das heisst die ph hat vorragende arbeit geleistet,1168  dede4d37-c5b1-4265-88ca-08d91d197176
0.0,0.6,lang ich der gewesen,4,zu die stehen mir er,5,ich wäre lieber einen tag lang auf der strasse gewesen,er wäre mir lieber einen tag auf die strasse zu stehen,557  4c52850a-31b3-464f-bfab-0015ed087b1e
0.0,0.67,sage wehret ich anfängen,4,wäre ansengen wir sagen,4,ich sage deshalb wehret den anfängen,wir sagen deshalb wäre den ansengen,1697  7727d379-cccc-4806-80f1-7de706513fdd
0.0,0.33,thema das,2,es,1,michael köpfli hat das thema angesprochen,michael köpfli hat es angesprochen,2100  20634379-e04b-43d5-ae82-9fbb70531cb9
0.0,0.6,hinschauen wollen der wir bei,5,in einer ich hinschaue mehr wohne,6,wir wollen nicht explizit bei der bildung sparen aber hinschauen,mehr wohne ich nicht explizit in einer bildung sparen aber hinschaue,811  8d869e3e-cc79-4b28-a45c-b4c225f32274
0.0,0.36,in wein schläuchen auch,4,schleucher weiner,2,man kann es auch anders sagen alter wein in neuen schläuchen,man kann es anders sagen alter weiner neuen schleucher,2177  44543308-5f33-4ee1-b3b4-e0ab83797d88
0.0,0.0,,0,,0,ich bin gespannt,ich bin gespannt,938  2d80ee5c-2607-40bf-854f-ed61cb69e355
0.0,0.67,daran bericht kann beitragen auch ein,6,berichten allen beiträge für doch,5,daran kann auch ein bericht nichts ändern und beitragen,doch allen berichten für nichts ändern und beiträge,712  47fe4043-733f-4b8c-9883-e4e1097436aa
0.0,0.44,kgsg einen hier,3,geldspielgesetz,1,hier will man eigentlich beim kgsg einen sonderzug fahren,man will eigentlich beim geldspielgesetz sonderzug fahren,2928  603500e7-53b6-48c4-ab90-2aea39d4dcec
0.0,0.33,die sind,2,sie,1,die administrativen hürden sind relativ hoch,administrativen hürden sie relativ hoch,1469  f2266bbc-2de8-4825-a730-d03cc7b13c92
0.0,0.5,steuergesetz dies,2,ja auch,2,es stimmt das bernische steuergesetz stg verlangt dies,es stimmt ja auch das bernische stg verlangt das,1296  ab940321-f90f-46a5-b56b-7d7b0580c64d
0.0,0.2,das,1,,0,leider funktioniert das nur bedingt,leider funktioniert nur bedingt,1037  06c7cf88-4ce9-47ae-bfa2-7b628c961b94
0.0,1.0,bereitet diese uns,3,die das einmal noch eine ist,6,diese haltung bereitet uns grundsätzlich probleme,das ist eine haltung die noch einmal grundsätzlich probleme,3133  8eff1a6e-18a7-4e63-90ec-f72f91f70ff2
0.0,0.33,dieser ich,2,der,1,grundsätzlich könnte ich dieser motion zustimmen,grundsätzlich könnte der motion zustimmen,2429  37b04a09-db78-48f1-85d5-46cb2b455a34
0.0,0.29,dementsprechend auch,2,die deshalb,2,dementsprechend möchten wir auch ziffer 2 annehmen,deshalb möchten wir die ziffer 2 annehmen,1855  98860af2-d3ca-4afe-8213-2d7df67acb87
0.0,0.6,hatten oberlands ereignisse jahr gefahrenkarten in liess stattgefunden auch,9,eignisse oberlandes hat brienzgefahrenkartik das welches fand unabhängig,8,gestützt auf die ereignisse die im jahr 2005 stattgefunden hatten nicht nur in brienz sondern auch in weiten teilen des oberlands liess auch in der gemeinde brienz die gefahrenkarten überarbeiten,gestützt auf der eignisse der 2005 fand nicht nur das brienz sondern im weiten teilen des oberlandes unabhängig hat welches die gemeinde brienzgefahrenkartik überarbeiten,2036  c2773cdd-073d-4a7c-bf94-78137a6968bc
0.0,0.43,1,1,i in eins,3,diese linie wird der angebotsstufe 1 zugewiesen,diese linie wird in der angebotsstufe i eins zugewiesen,792  2ebab304-ada5-44fa-a244-523aee238522
0.0,1.0,lese weiter ich,3,wurde er weiterlesen einmal,4,ich lese noch weiter,er wurde noch einmal weiterlesen,366  ccde6798-fe11-4cfb-a9cb-120e45cd6d19
0.0,0.67,pachtzinseinnahmen werden mehr es,4,heisst pachtziehungseinnahmen das bei,4,es werden also mehr pachtzinseinnahmen generiert,das heisst also bei pachtziehungseinnahmen generiert,1764  ff1ac760-d8d9-4812-9fc0-ded36b16256b
0.0,0.36,den bitte sie namen,4,weitere diesen rahmen,3,ich bitte sie im namen der kommission den antrag zu unterstützen,ich weitere im rahmen der kommission diesen antrag zu unterstützen,147  094a5bdf-ffd4-4993-9d51-23acb9f61aaa
0.0,0.6,vorgeschlagene,1,ab geschlagene gefahr,3,die vorgeschlagene erhöhung unterstützen wir,die gefahr geschlagene erhöhung unterstützen wir ab,609  8662ac68-6341-4179-ab02-31d09a114d57
0.0,0.43,ipccbericht in der,3,drittens im einbericht,3,in punkt 4 wird der ipccbericht erwähnt,im punkt 4 wird drittens einbericht erwähnt,3222  15c04381-99a6-451c-9f75-ef97dad9f78e
0.0,1.0,fürs und,2,ihr für ein,3,danke fürs zuhören und zustimmen,danke für ihr zuhören danke für ein zustimmen,646  9d3d211a-b0dc-4e85-99fb-a43bb1687334
0.0,0.33,dauert das,2,es geht,2,dadurch dauert das verfahren viel länger,dadurch geht es verfahren viel länger,3265  d9a3ef7f-2d4a-448e-a64f-f9865fc225ff
0.0,1.33,eben beide gilt für,4,die herren damen meine auf beiden und,7,gemeindeautonomie gilt eben für beide seiten,meine damen und herren die gemeindeautonomie auf beiden seiten,3054  225eb1e3-1f8f-4647-8b0f-e2b18286c4e4
0.0,0.44,wurde wie gedruckte steht,4,worden truckte sind,3,die gedruckte presse steht wie gesagt wurde unter druck,die truckte presse sind gesagt worden unter druck,683  8548c292-acf2-44ac-ac35-a63fee76bd91
0.0,0.86,den bankangestellten man,3,wenn bank angestellt,3,man hatte den streik der zürcher bankangestellten,wenn der streik der zürcher bank angestellt hatte,496  58a583eb-6a4d-40c6-9c90-80be53ba26c9
0.0,0.5,ungenügend über geschützt,3,geschichte buggniegend,2,über 200 personen wären ungenügend geschützt,200 personen wären buggniegend geschichte,1057  b5c73998-bd3c-49fd-ac05-b04983e78ab2
0.0,0.71,dachte seien dies ich,4,sind aber noch es denkt,5,bis gestern dachte ich dies seien 18jährige,bis gestern aber denkt es sind noch 18jährige,1737  8bb8470f-eb86-46de-872b-d60fc9ab7697
0.0,0.65,entwurf zeichnen geltende folgende deren landeskirchenrecht der umfasst noch,9,die soll absatz nämlich landeskirchengesetz nogaltende folgen 82,8,das noch geltende kirchengesetz umfasst 80 artikel der neue entwurf noch deren 42 folgende grundsätze zeichnen das neue landeskirchenrecht aus,das nogaltende kirchengesetz soll nämlich 80 artikel 82 absatz 42 folgen die grundsätze das neue landeskirchengesetz aus,621  bf34ab10-83c1-41fb-9002-3f892745ebc4
0.0,0.6,sie,1,er sitz,2,ich kann sie auch beruhigen,er sitz kann ich auch beruhigen,2048  6f96c21b-ccb9-4677-be6d-db2dcc03d6cf
0.0,0.0,,0,,0,das ist schlecht,das ist schlecht,73  82495971-6523-4f96-be13-753b8bb564cf
0.0,0.67,haben langweiliges bak der wir,5,alle langweiles für sich und,5,der bak wir haben hier ein normalerweise langweiliges geschäft,hier alle und für sich ein normalerweise langweiles geschäft,2552  f843b95c-c24d-4a0b-8b4a-840daecc0b06
0.0,0.78,ja begraben der auch hund und da,7,diesbezüglich den hundbegraben,3,und da liegt ja auch genau der hund begraben,diesbezüglich liegt genau den hundbegraben,1577  74b7e63c-c1de-4a86-8fa2-41e35057956f
0.0,0.56,denn plötzlich lager dort mehr,5,lagen dann probleme,3,denn dort gibt es plötzlich mehr oder weniger lager,dann gibt es probleme oder weniger lagen,2443  e6fa5bcf-48d9-47dc-8b45-0cbc2dee2291
0.0,0.4,folgendes da,2,etwas man,2,da hat sich folgendes eingeschlichen,man hat sich etwas eingeschlichen,2898  69d1823b-9fa2-48b1-8b68-5e49e00799fa
0.0,0.14,diese,1,die,1,im bericht ist diese zielgrösse nicht gefestigt,im bericht ist die zielgrösse nicht gefestigt,1149  7ee441d9-7dd9-4f8e-8d45-50e56886211e
0.0,0.71,6 davon,2,200 noch,2,davon waren 6 mio franken offene verpflichtungen,200 mio franken waren noch offene verpflichtungen,959  17f17b43-b686-44e0-b4c2-c6e415ab31b6
0.0,0.4,die zugänglichkeit,2,zugänge solche,2,die zugänglichkeit bietet viele vorteile,solche zugänge bietet viele vorteile,256  9e495f63-b5bc-4e1b-81b1-10c4d4075541
0.0,0.87,dem gemeindegebiet clavaleyres dieser einwohnergemeinde vergleichsweise,6,gemeindegebiets vergleichsweises ja des zeigt dass ein diesem quadratkilometer einwohnermittelabelehre,10,dieser gebietswechsel ist trotz dem vergleichsweise kleinen gemeindegebiet der einwohnergemeinde clavaleyres rechtsstaatlich von grundsätzlicher tragweite,diesem gebietswechsel ist trotz des vergleichsweises kleinen gemeindegebiets ja zeigt dass ein quadratkilometer von der einwohnermittelabelehre von rechtsstaatlich grundsätzlicher tragweite,812  93cb341a-f81f-4645-8d19-d174a2d10303
0.0,0.86,wird auf bundesebene es,4,ist diese so,3,es wird auf bundesebene geregelt werden müssen,diese müssen geregelt werden ist so,3182  de5f8662-efb8-43fc-bc75-65221e807886
0.0,0.67,viel so nur zum,4,sich um handelt es,4,nur so viel zum thema kosteneffizienz,es handelt sich um thema kosteneffizienz,2416  0a67ddb6-a95a-42a5-87a0-712438a07b72
0.0,0.5,dass ich bezweifle,3,ob bezweifel,2,ich bezweifle dass dies noch in diesem jahr gelingen wird,bezweifel ob dies in diesem jahr noch gelingen wird,2112  0b2bbdda-f5be-4dbc-8f2d-035aadd5be41
0.0,0.72,gewisse für dann wer letztendlich auch ist,7,zu wäre endlich wegen wir deswegen der bei,8,vor allem haben die kantone auch gewisse befürchtungen vor allem wenn es dann darum geht wer letztendlich für die spitalversorgung und die planung zuständig ist,wir wegen deswegen und vor allem die kantone haben zu befürchtungen wenn es darum geht wäre endlich zuständig bei der spitalversorgung bei der planung zuständig,2457  5de1bf10-ba5d-49ee-b5cf-1b991ae438bd
0.0,0.62,weitgehend den so pendlerinnen,4,bernerinnen die weitgehenden etwas der,5,pendlerinnen und pendler bestimmen so weitgehend den konsum,die bernerinnen und pendler bestimmen weitgehenden etwas der konsum,428  c717ee4f-43fb-4ba0-ba66-6831f78256e1
0.0,1.0,die verhindern fischalter,3,verhindert alter finde das ich,5,die fischalter verhindern tödliche stromstösse,das finde ich alter verhindert tödliche stromstösse,2486  535de906-b4f1-47c6-a646-1448ec4d97b0
0.0,0.4,ja knaben stärke dies,4,stärken schweiz das,3,ja vielleicht ist dies nicht genau die stärke der knaben,vielleicht ist das nicht genau die stärken der schweiz,1874  f40c07cb-17b4-43ff-8778-dcbfde483ba3
0.0,0.89,die planungsregionen für emmental oberaargau gilt das und,8,in energieberatung aber machte neutrale planungsregion der,7,das gilt auch für die planungsregionen emmental und oberaargau,aber auch in der planungsregion machte neutrale energieberatung,2498  7723a3ea-3552-4a77-8c90-6f4497f7bf16
0.0,0.4,alles wiederhole,2,anhöre und,2,auch ich wiederhole nicht alles,auch ich und nicht anhöre,47  78e34c2b-d6c1-4c81-b9d9-a75ca61fdc28
0.0,0.29,kam,1,geführt hat,2,in der schweiz kam es zu selbstanzeigen,in der schweiz hat es zu selbstanzeigen geführt,2061  6e1a1413-752a-4b83-b59e-d96b80f3e4b0
0.0,0.56,als früher es,3,ganz früh,2,es wurden 15 mio franken weniger gesprochen als früher,15 mio franken wurden weniger gesprochen ganz früh,1398  5a2ec650-3a84-4b70-aa80-a5ff68bba2e2
0.0,1.0,die bestärken weiterzugehen möchten,4,weitergeht dritten dass sie der wollen den stärken,8,wir möchten die regierung bestärken diesen weg weiterzugehen,wir wollen der regierung den dritten stärken dass sie diesen weg weitergeht,1054  4b0f3949-6767-4128-93ed-6704e7f394fc
0.0,0.79,dem hervor in aus papier der wollen das,8,die haben suppapier erfordert um es,6,das geht aus dem papier das wir in der fdp verabschieden wollen deutlich hervor,es geht um suppapier die wir verabschieden haben die fdp deutlich erfordert,2559  29f035b1-ffba-44e8-a861-0c5c40d02c70
0.0,0.62,zugeteilt es,2,in einfach viel das,4,ich glaube es wäre besser der gef zugeteilt,ich glaube das wäre einfach viel besser in der gef,2173  a2dc8afd-046b-4fdd-821f-68841bf3c3e3
0.0,0.58,wird die bfh das bereits nicht,6,wurde bern und kanton der schon es,7,die bfh hat bereits heute unglaubliche stärken das wird nicht infrage gestellt,der kanton bern hat schon heute unglaubliche stärken und es wurde infrage gestellt,55  c8a2d515-a1bb-4805-a426-f410e58b6d32
0.0,0.25,nicht,1,uns,1,auch ist klar dass fusionen nicht günstig sind,auch ist uns klar dass fusionen günstig sind,2843  3f9bba39-512d-4ae0-9511-f7448b34d32e
0.0,0.86,die des bewohner heisst koeffizienten einen das berücksichtigt strassennetzes der länge,11,zu strassennetz ko vom bewohnern effizient einem länger in rat eine bei zwischen,13,das heisst wir werden einen koeffizienten berechnen der die anzahl bewohnerinnen und bewohner einer region und die länge des strassennetzes berücksichtigt,wir werden eine ko effizient bei einem rat zu berechnen zwischen anzahl bewohnerinnen und bewohnern in einer region und länger vom strassennetz werden,1437  63a57b84-56bd-47d5-bdc5-0b659cbe85fc
0.0,0.5,anscheinend es,2,scheinbar wieder das,3,es hat aber anscheinend nicht funktioniert,das hat aber scheinbar wieder nicht funktioniert,1489  1c9c378b-e78b-4992-869f-1a2d63818fb5
0.0,0.44,müsste thema dieses man,4,systeme müssten diese,3,ich finde dieses thema müsste man gar nicht diskutieren,ich finde diese systeme müssten gar nicht diskutieren,2352  f0a4ad10-1732-4bbe-b90b-e011acd59de7
0.0,0.2,kuhhorninitiative,1,kuhhamtinitiative,1,wir haben die kuhhorninitiative gewählt,wir haben die kuhhamtinitiative gewählt,713  74788a7b-a647-49e6-afbc-eb794cedd13f
0.0,0.5,der heisst das,3,dieser also,2,das heisst der fonds ist gesund und stabil,dieser fonds ist also gesund und stabil,583  ce031953-98df-4e67-a6bc-a24ec932dc4b
0.0,1.14,sich schwarzpeterspiel um handelt sogenanntes ein,6,später sogenannt für etwas spielen schwarz ist,7,es handelt sich um ein sogenanntes schwarzpeterspiel,für etwas ist es sogenannt schwarz später spielen,1669  0a75788a-73ba-441e-a942-9c5912f9def2
0.0,0.5,wirklich aspekt und,3,gottes in namen,3,und es hat halt auch wirklich mit dem finanziellen aspekt zu tun,es hat halt in gottes namen auch mit dem finanziellen zu tun,239  bcfe5e91-6e72-4c51-850c-542c8cf25274
0.0,0.5,eine gelinde gesagt,3,gelingt bisschen ein,3,das ist gelinde gesagt eine augenwischerei,das ist gelingt ein bisschen augenwischerei,1412  4c08ee01-927e-46bc-95ba-a7ff823d8c9e
0.0,0.44,sinnvoll dies,2,sinn macht das dann,4,soweit dies möglich ist ist diese forderung auch sinnvoll,soweit das möglich ist macht diese forderung dann auch sinn,2389  757e3328-49fa-475f-9c19-ec50b4bd6a2b
0.0,0.4,doch uns,2,es,1,doch wir von der fdp fühlen uns wirklich auch verpflichtet,von der fdp wir fühlen es wirklich auch verpflichtet,616  6d70e176-0e49-48c2-a915-3d38125a37c3
0.0,0.29,beschliessen diese,2,die fliessen,2,man sollte diese entlastungsmassnahme definitiv nicht beschliessen,man sollte die entlastungsmassnahme definitiv nicht fliessen,3081  b6d2a77f-a46c-4b66-a868-1eb9fd4f170d
