WER,BLEU,diff_ref_hyp,diff_hyp_ref,reference,hypothese,id
0.69,0.247,zu oder beim inselspital damit es sei von geben briefes gesprächen,wenig des sind dass seitens dennoch insofern er ein inselspitals könnte gesetzes gesprächs,damit geben wir doch dem regierungsrat die möglichkeit irgendwie beim inselspital zu intervenieren sei es in form von gesprächen oder sei es in form eines briefes,insofern sind wir doch dem regierungsrat die möglichkeit dass er dennoch irgendwie ein wenig intervenieren könnte seitens des inselspitals in form eines gesprächs in form eines gesetzes,2645  5d2ec7d3-e9f4-4292-be87-86baa598f6e5
0.69,0.098,co ausstossen daher stau sie stehen einfach wenn mich und baumann erstaunt frage etwas vier klüger im ist,jirkilian 4 ihrer coausstossen irgendwelche bisschen den ein bärend stunde der gescheiderischen,daher bin ich etwas erstaunt über die argumentation von kilian baumann und frage mich ob es klüger ist wenn die autos während vier stunden im stau stehen und co ausstossen oder wenn sie einfach fahren können,ich bin ein bisschen der stunde über die argumentation von jirkilian kilian ob es den gescheiderischen autos bärend 4 stunden irgendwelche coausstossen oder während ihrer fahren können,2284  76470194-b0e0-497c-88ba-0f53902dd8d9
0.69,0.0,sie gegenübers zum ihres meinung teil treffen sprechen einander miteinander kennen auch,redemiteinander sind dass keinem meinungen rand treffenannt seit wissen,ich muss sagen die gemeinden sprechen miteinander sie kennen einander sie treffen einander und sie kennen zum teil auch die meinung ihres gegenübers besser und schneller,ich muss sagen dass die gemeinden redemiteinander seit keinem rand sind treffenannt sind wissen dass die meinungen besser und schneller,404  1678e314-2af5-4951-ab33-fb3259ec5f7e
0.69,0.0,x tiere wollen sprechen zerhäckseln wir rasenmähern,habe ich das weil rasenneuen heckslernt spricht tiefen man,von den elektrischen rasenmähern die x tiere zerhäckseln wollen wir gar nicht sprechen,von den elektrischen rasenneuen die ich das tiefen heckslernt habe weil man gar nicht spricht,3036  c80e8082-ca3f-4524-9a8d-f172ce777f25
0.69,0.0,könne des befürwortern westasts wolle damit es,zu die vom will dass dann das west um können befürworter,den befürwortern des jetzigen westasts wird ein wenig vorgeworfen es sei salamitaktik wenn man den porttunnel jetzt forcieren wolle damit man nachher den westast durchbringen könne,wird die befürworter vom jetzigen westast ein wenig vorgeworfen das sei jetzt salamitaktik wenn man jetzt den porttunnel forcieren will um dass man dann nachher west durchbringen zu können,726  d78547ae-cb27-4595-9b6b-477688e73927
0.69,0.128,unserer durch gebastelten führten offiziellen selbst am wir podiumsdiskussionen gestalteten urne der,gestaltet doffizieller diese unseren man dem habe urnen von umsetzungsdiskussionen durchgeführt gastlichen selber,die kinder gestalteten plakate wir führten podiumsdiskussionen durch und am freitag vor der offiziellen abstimmung haben die schülerinnen und schüler an unserer selbst gebastelten urne abgestimmt,die kinder haben plakate gestaltet man habe vor diese umsetzungsdiskussionen durchgeführt und dem freitag von doffizieller abstimmung haben schülerinnen und schüler an unseren selber gastlichen und urnen abgestimmt,446  b272e568-ce5d-4ac1-8f11-0a0ba3cd65c7
0.69,0.0,daran zeigt immer aber effizienz auch,effizienzen den sagt,der regierungsrat zeigt auch dass er sich daran halten wird aber immer mit der nötigen effizienz,der regierungsrat sagt dass er sich mit den nötigen effizienzen halten wird,435  29fe7da0-9f45-429f-ba7b-87451c4f748a
0.7,0.365,bewilligt all er,gemeindeste oder bewilligen alles,er bewilligt all das was die stadt bern gerne hätte,alles das bewilligen was die gemeindeste oder die stadt bern gerne hätte,994  9230484e-ff94-4e35-bae5-dd8e57f28654
0.7,0.0,die seien das geht in so richtung schon geflossen und hierhin,natürlich desto hineinbeschlossen wäre gegen sie der bei hier,wenn man also hierhin kommt und sagt 10 mio franken seien in die gotthelfstiftung geflossen so geht das schon fast in richtung populismus,also wenn man natürlich hier sagt kommt sie 10 mio franken bei der gotthelfstiftung hineinbeschlossen wäre desto fast gegen populismus,1612  d32e5ec4-7b74-430d-8b5f-15eb14e73fd6
0.7,0.0,dieser umfang ist im eine,pendet eigentlich von als sich der,dieser betrag ist eine vertretbare reserve im umfang einer jahresspeisung,der betrag pendet sich eigentlich als vertretbare reserve von einer jahresspeisung,1191  3d31448b-de4a-4750-a9f1-a337940e4b94
0.7,0.263,könnten partnern werden gemacht nicht ebenso,zu wir partnerinnen tun auch kennen,ebenso könnten die entsprechenden versuche mit partnern nicht gemacht werden,auch die entsprechenden versuche mit partnerinnen kennen wir zu tun,2717  9cbc7b3b-6453-4b64-9b2b-3b8fb59e06c7
0.7,0.0,beobachten besorgnis mit da,beachten wie besorgnisse biehnen hier,wir beobachten auch mit grosser besorgnis was da teilweise abgeht,auch wir biehnen wie grosser besorgnisse beachten was hier teilweise abgeht,228  13a7df68-d12d-4640-90dd-e70f4f23c605
0.7,0.0,obergeschoss fenster,den von festern ag hätte er,der ersatz der fenster im ersten und im zweiten obergeschoss,der ersatz hätte er von den festern im ersten und zweiten ag,3083  b7c3abe4-eaf6-4fa1-9d13-2c8fdd7e6d47
0.71,0.0,die waren gut fragen und,herausfragen sind,die fragen waren gut und klar gestellt,herausfragen sind klar gestellt,3120  de284b39-5070-471c-8093-cbe307c625b8
0.71,0.242,115 einnimmt es nur bezahlen,gewissen einholen für wird dem aus dort elfenholproporzahlen und,es ist verständlich dass die bkw nicht 115 rappen bezahlen kann wenn sie nur vier rappen einnimmt,und dort ist verständlich dass die bkw für nicht elfenholproporzahlen wird wenn sie dem gewissen aus vier rappen einholen kann,2572  d39a4b34-4e2b-49ee-a4fa-628461d9c471
0.71,0.226,habe keine prämienverbilligung einmal versucht,prämienverbilligungen wenig gemacht sie alles ein 0 nämlich,ich habe es einmal versucht und möchte nicht sagen es gäbe praktisch keine prämienverbilligung,ich möchte alles ein wenig gemacht und ich möchte sie nämlich nicht sagen es gäbe praktisch 0 prämienverbilligungen,709  d6b038be-1dd3-47e6-8f2c-20b39b846ab8
0.71,0.0,muss kommissionsmehrheit h buchstabe,mehrheit müsste artikel 83 den,buchstabe h muss man die kommissionsmehrheit unterstützen,den artikel 83 müsste man die mehrheit unterstützen,77  2841a8f2-118c-4775-a5a1-e033987cb24a
0.71,0.0,darauf wurden der schüler woche,waren wochenberufen schülern den,in der woche darauf wurden die schülerinnen und schüler völlig willkürlich in parteien eingeteilt,in den wochenberufen waren schülerinnen und schülern in die parteien völlig willkürlich in die parteien eingeteilt,1583  d9fa5503-ee3e-4314-a483-70667c4d9011
0.71,0.0,nun singulär dies,sinn jetzt leer das und,aber dies nun einfach singulär zu betrachten,aber das jetzt einfach sinn und leer zu betrachten,174  32f25c74-8141-4632-8e2a-b48b244d03ed
0.71,0.0,sportcamps j+skurse jugend,jugendsportkämpfe vielleicht kurz,j+skurse einerseits und jugend und sportcamps andererseits,vielleicht kurz einerseits und jugendsportkämpfe andererseits,931  4676ca37-89bf-4ee9-87b6-c29ed66505bc
0.71,0.0,beruhigt wen das bienen,wer die in aber biene,wen beruhigt das summen der bienen nicht,wer aber in die summen der biene nicht,2732  e4518a6c-8874-4b12-aaf1-d4f9df94825a
0.71,0.217,käme bisschen dann belastbarer ein,könnte kommt belastbar etwas,nämlich es käme dann darauf an ob jemand ein bisschen belastbarer sei oder nicht,nämlich es kommt etwas darauf an oder es könnte darauf an ob jemand etwas belastbar sei oder nicht,2297  94cef6ff-d06b-4f60-b01a-b3d02e37149d
0.71,0.171,die auf umgelegt es 1603 der um anzahl hat,alle ganz haben 3 umgleiter 1600 auch und,die anzahl der mitarbeiter hat umgelegt auf vollzeitstellen um rund 43 stellen zugenommen es sind 1603 stellen,ganz alle mitarbeiter umgleiter vollzeitstellen haben rund 43 stellen zugenommen sind auch 1600 und 3 stellen,1277  038511ef-c556-4686-a178-3549f0c6a44a
0.71,0.0,erwähnt diese weiter es wurden,kollegen die durften genannt,es wurden weiter wieder diese geldbeträge erwähnt,genannt durften wieder die geldbeträge kollegen,1139  fd437c07-a2b4-47fe-8161-e8dfd033c3ac
0.71,0.0,pom dies untermauert,das murt bone und,die datenlage der pom untermauert dies deutlich,die datenlage der bone und der murt das deutlich,1931  b0df540d-aa60-4726-9c99-b76620ef601d
0.71,0.0,soll erhöht werden lehrerberufs,wird lehrberufs aufgewertet da,die attraktivität des lehrerberufs soll erhöht werden,da die attraktivität des lehrberufs aufgewertet wird,484  1958bf92-b549-40df-a68b-9831ae68648c
0.71,0.213,hängematte sie wollen bequem,zu hänge haben ich klar weiss und,sie wollen es sich in der sozialen hängematte hier in der schweiz bequem machen,ich weiss sich es in der sozialen hänge zu haben und hier in der schweiz klar zu machen,1648  4a31564a-5f97-451e-adb3-a71a60bb9bea
0.71,0.0,dachte seien dies ich,sind aber noch es denkt,bis gestern dachte ich dies seien 18jährige,bis gestern aber denkt es sind noch 18jährige,1737  8bb8470f-eb86-46de-872b-d60fc9ab7697
0.71,0.0,ja dann,a er bei,die bevölkerung sagt dann ja oder nein,er sagt die bevölkerung die bei a oder nein,3305  646df9fb-f621-43f8-be84-fe33a264988b
0.71,0.296,alleine dieses,allein das,die aktuelle situation zeigt deutlich dass der markt alleine dieses problem nicht lösen kann,der markt allein das zeigt die aktuelle situation deutlich dass das problem nicht lösen kann,623  bcbbf3a0-eb1c-414e-8ea4-f62372c778a2
0.71,0.0,hinweis von einen zuhanden,zu vielleicht hinweisen den,zuerst einen hinweis zuhanden von grossrätin mühlheim,vielleicht zuerst zu den hinweisen grossrätin mühlheim,3300  fef5bf74-b438-44cf-94b7-c7912507ae30
0.71,0.0,weil hüte dies trägt drei,getragen der wie hat,dies weil regierungsrat neuhaus drei hüte trägt,wie der regierungsrat neuhaus getragen hat,2667  ee55e482-67e3-4a15-93d3-be811e197c82
0.71,0.201,die bundessubventionen dass weder museum gestrichen dann werden diesem,schweder neu das und streichen um wieder subventionen nicht im,dass diesem museum dann ein paar jahre später die bundessubventionen gestrichen werden ist weder stringent noch nachhaltig,neu um ein paar jahre später streichen und im subventionen wieder das ist nicht schweder stringent noch nachhaltig,1288  05150840-cddf-4541-8a78-bfc2227c462d
0.71,0.0,6 davon,200 noch,davon waren 6 mio franken offene verpflichtungen,200 mio franken waren noch offene verpflichtungen,959  17f17b43-b686-44e0-b4c2-c6e415ab31b6
0.72,0.0,äussern soll wobei genommen er dazu einen allerdings,geäussert aber dass oder bezogen bitte es werden auch noch ist,zum einen soll sich der regierungsrat zum übergeordneten arbeitsrecht äussern wobei er allerdings dazu nicht stellung genommen hat,es ist auch noch dass sich der regierungsrat bitte zum übergeordneten arbeitsrecht geäussert hat oder aber nicht stellung bezogen werden,768  8b7a4b6e-6401-462f-9dbf-6b16ccf213a3
0.72,0.0,begleitgruppe hören vom ich dass entsprechend einbringen so würde der man,darin begehtdruppe dieser das bringen von kehren und sachen,ich würde vom regierungsrat schon noch gerne hören ob es in der begleitgruppe wirklich so abläuft dass traktandiert wird dass man sich entsprechend einbringen kann,schon gerne von regierungsrat noch kehren ob es wirklich in dieser begehtdruppe schon abläuft das traktandiert wird sachen kann und sich darin bringen,2755  3a107fb1-6d0f-4768-b855-7355559fe0c0
0.72,0.0,deponiestandorte sind dass fdp abbaumöglichkeiten genügend vorhanden der im,jegendappelmöglichkeiten sein grundsatz dem in deponiestantwort aus irgendeiner vorhalten,der fdp ist es ein grosses anliegen dass im kanton genügend abbaumöglichkeiten aber auch genügend deponiestandorte vorhanden sind,es ist ein grundsatz ein grosses anliegen aus dem kanton jegendappelmöglichkeiten aber auch in irgendeiner deponiestantwort vorhalten sein,393  82ec8ac0-a6c0-4194-af9a-a2555a914581
0.72,0.167,geprüft wie sollen finanzbedarfsabklärungen entsprechend vorsieht im es und ein getroffen keine voraus finanzierungsquellen auch,könne finanzierungsquellern abklärungen ich finanzbedarf den in so gefordert,auch sollen entsprechend keine finanzbedarfsabklärungen getroffen und keine finanzierungsquellen oder ein anpassungsbedarf auf gesetzlicher ebene bereits im voraus geprüft werden wie es punkt 4 vorsieht,so könne ich den finanzbedarf abklärungen finanzierungsquellern oder anpassungsbedarf auf gesetzlicher ebene bereits in punkt 4 gefordert werden,2720  2e2eb6a2-0924-4298-9432-26be03d3708f
0.72,0.0,gewisse für dann wer letztendlich auch ist,zu wäre endlich wegen wir deswegen der bei,vor allem haben die kantone auch gewisse befürchtungen vor allem wenn es dann darum geht wer letztendlich für die spitalversorgung und die planung zuständig ist,wir wegen deswegen und vor allem die kantone haben zu befürchtungen wenn es darum geht wäre endlich zuständig bei der spitalversorgung bei der planung zuständig,2457  5de1bf10-ba5d-49ee-b5cf-1b991ae438bd
0.73,0.0,waren als autos viel lauter seien jünger,auto viele und habe also jüngere gehört leute eine,als ich noch jünger war waren die fahrzeuge viel lauter seien das lastwagen oder autos,und ich habe noch eine jüngere war ich habe die fahrzeuge viele leute gehört also das lastwagen oder auto,1238  c214073b-941a-4c9c-9106-8de7124862ec
0.73,0.0,daran soll wieder drin was uns es hier,mit sage hin ich dass muss eben diesem papier,es soll uns aber auch immer wieder daran erinnern was wir hier drin erklärt haben,ich sage aber auch immer muss erinnern dass wir eben hin mit diesem papier erklärt haben,2721  13b77f9c-1bb4-4ac9-9938-087449ae1cfa
0.73,0.0,dem nichts schon beizufügen,beizer aber sehr nicht früher,ich habe dem was ich schon vorhin gesagt habe nichts beizufügen,ich habe aber nicht sehr beizer früher was ich vorhin gesagt habe,2373  963c84f0-960e-4e35-b270-ebb9a96b7141
0.73,0.13,zu blickwinkeln für dieser heisst das aus kann anschauen man sonnenstrom,des auf ich solangen angeschaut den seiten habe bkw sonnenstroms mich zur und,der entscheid zu dieser drastischen senkung der entschädigung für sonnenstrom das heisst von einheimischem sauberem strom kann man aus verschiedenen blickwinkeln anschauen,den entscheid der bkw zur drastischen senkung der entschädigung des solangen des sonnenstroms und einheimischem von sauberem strom habe ich mich auf verschiedenen seiten angeschaut,1127  7b435564-6a15-4c62-a9e7-fb44df4d35b9
0.73,0.175,die international trägt bekannten den inselvertrag region bei hauptstadt,des beide hauptstadtregion ziffer zum dem 3 internationalbegander kantons schlass vertragt,der inselvertrag trägt dazu bei die hauptstadt und die region als international bekannten gesundheitsstandort zu positionieren und den medizinalstandort bern zu stärken,ziffer 3 vertragt dazu beide hauptstadtregion als internationalbegander der gesundheitsstandort zu positionieren und dem medizinalstandort zum schlass des kantons bern zu stärken,2686  2179739d-2d81-46c0-b24d-77bfcaff7beb
0.73,0.0,dem sollte ich sie der bitten möchte,soll ihnen in so einer wieder einem,ich möchte sie bitten der motion zuzustimmen dem postulat erst recht wenn gewandelt werden sollte,wenn ihnen wieder einer motion zuzustimmen in erst recht einem postulat wenn so gewandelt werden soll,2918  2f84beb7-128e-4385-a608-5bde92eb7734
0.73,0.0,seeland seelandbielbienne nichtsdestotrotz abdeckt verein,vereinsehen die land seelandardicht bielbienne trotz,nichtsdestotrotz funktioniert der verein seelandbielbienne der das ganze seeland abdeckt gut,trotz der vereinsehen land bielbienne die das ganze seelandardicht funktioniert gut,599  c07bf15b-7183-4e35-b9d4-85c6aee7f0ad
0.73,0.167,haben binggeli schliesslich bekommen diese wir,die anschliessend an als das erhalten pingeli in schlussendlich,wir haben schriftliche antworten bekommen und schliesslich hat rektor binggeli diese der gesamtkommission noch präsentiert,als schriftliche antworten erhalten und schlussendlich an die anschliessend hat der rektor pingeli das in der gesamtkommission noch präsentiert,19  0d3b8d01-7468-4dd9-9d73-aeb91e08473a
0.73,0.0,einer halben innert gestützt den stunde beantworten sich sachlage können,entscheiden innerhalb zudem sie ist diese herren halbstunden der diesen und hier,die frage die sich in bezug auf den streitgegenstand stellt muss jedes gericht gestützt auf die sachlage innert einer viertelstunde oder einer halben stunde beantworten können,zudem herren diese frage die hier in bezug auf diesen streitgegenstand ist und stellt sie muss jedes gericht innerhalb der viertelstunde oder der halbstunden entscheiden,1586  3cc2e0df-8239-4b09-94bd-1734b238c4a2
0.73,0.0,kulturförderung soll von sie zurechtzufinden sein ein im kompass,zu kompassen in kulturförderungsrecht sollen einem der finden wir,sie soll ein kompass sein um sich im schwierigen umfeld von kultur und kulturförderung zurechtzufinden,wir sollen kompassen um sich in einem schwierigen umfeld der kultur und kulturförderungsrecht zu finden,411  6c860f7a-d3df-4056-a4d6-324ed9914344
0.73,0.0,leuten von mit arbeite der diesen behörde,die behörden dieser mitzuarbeiten leute,viele von diesen leuten helfen der behörde nicht arbeite nicht mit,viele dieser leute helfen die behörden nicht mitzuarbeiten,1389  c8ddae8a-96d4-4a20-9f3d-3ac7eff1bed7
0.73,0.0,lassen sich einem kein sie arzt gehen der am,um die ich keinen eine gehe uns auch altes,gehen sie zu einem arzt der kein diplom hat und lassen sich am herzen operieren,ich gehe um eine altes die keinen diplom hat und uns auch herzen zu operieren,3162  ca41b63b-8f5b-4fd1-8202-217c38b205d1
0.73,0.226,wären in grabungen archäologischen meinisberg gewesen,zu meinen späten logischen planungen haben nächsten grabige gegrabungen noch,in meinisberg wären für über 2 mio franken grabungen geplant gewesen grabungen im archäologischen sinn,zu meinen späten haben noch für über 2 mio franken grabige planungen geplant gegrabungen im nächsten logischen sinn,1608  d2dfc1f1-237c-4164-9d3f-f86092ad0d32
0.73,0.241,legitimierung mittels einer geben sie,zu gäbe dies es legitimieren der noch eine bei,geben sie uns ländlichen randgemeinden die möglichkeit einer legitimierung mittels einer abstimmung durch die bevölkerung,es gäbe uns ländlichen randgemeinden die möglichkeit dies bei der bevölkerung noch durch eine abstimmung zu legitimieren,1778  d3cb0549-426a-4fc6-98e4-8335acf16894
0.73,0.0,gemeinde von stunden studer war der am 25,studergemeinde herr zwei halbstund eine,ueli studer von der gemeinde köniz war 25 stunden am telefon,ueli studergemeinde köniz zwei eine halbstund herr telefon,2191  db820cbf-3371-4215-982f-9b1b975efe5d
0.73,0.329,zigarettenstummel einsame charakterfrage,öffentlich aktenfrage er dem eigentlich zigistumm sorat insame,was dieser einsame raucher mit seinem zigarettenstummel macht ist nach wie vor eine riesengrosse charakterfrage,dieser insame raucher dem ist eigentlich was er mit seinem zigistumm macht ist nach wie vor eine riesengrosse sorat öffentlich aktenfrage,2375  08c6e5c7-d3ff-4027-a49a-de6e179d61f6
0.74,0.244,den in aber kantonen das und,dies oder,die fraktion stellt fest dass das in den kantonen tessin graubünden und wallis möglich ist aber im kanton bern soll es nicht gehen,die fraktion stellt fest dass es im kanton tessin möglich ist dass dies im kanton graubünden möglich ist dass es im wallis möglich ist oder im kanton bern soll dies nicht gehen,2575  5edfd567-de1b-4755-b3c0-53f4ceb36715
0.74,0.0,jahren oktober bis 20202023 zwischen jeweils den unter in etappen laufendem betrieb märz,neuen märzsessaktober wie betrieben unterlaufendem sie beim etappe jahr 202024,die realisierung sollte in vier etappen in den jahren 20202023 jeweils unter laufendem betrieb zwischen märz bis oktober erfolgen,die realisierung sollte vier etappe beim neuen jahr 202024 unterlaufendem betrieben wie sie märzsessaktober erfolgen,2312  b74573d0-d768-467a-8f59-4161ea56f385
0.75,0.256,zu wie was lässt richtige tun statistiken sich hatte und ist,die wenig dass hat welche richtungen am man ein zugehört gef kann statistik,wie jeder weiss der mit zahlen und statistiken zu tun hatte lässt sich gerade in diesem gebiet einfach nicht sagen was das richtige ist,das weiss jeder der mit ein wenig zahlen am statistik zugehört hat dass man gerade in diesem gebiet einfach nicht sagen kann welche richtungen die gef hat,454  9ddc400a-00d1-4c09-b20c-fd7baa260774
0.75,0.136,dies diese er tun besitzer ob eine der arbeiten und,die durch über arbeite ich genau sitzer das unter besitzern ein machen werden was ist,diese arbeiten nicht eine stunde länger sondern höchstens der besitzer dieses ladens arbeitet länger und der besitzer selber kann ja immer noch sagen ob er dies tun will,ich arbeite nicht ein stunde länger sondern höchstens werden länger arbeitet ist durch die sitzer dieses ladens genau unter besitzern selber kann ja das immer noch selber sagen über das was machen will,310  088f75b1-0066-4f9b-b7ce-0199c5c06d5e
0.75,0.0,einiges begründung motion dazu,sachensteuer paar motionsbegründung auch das ein,dazu steht einiges in der begründung der motion,das steht auch in der motionsbegründung ein paar sachensteuer,2155  b66fbd3f-ae02-4213-986f-8c6c71ab9bb7
0.75,0.0,1 zugeteilt diese linie,i in zuteil delinien ein,diese linie ist weiterhin der angebotsstufe 1 zugeteilt,delinien ist weiterhin in der angebotsstufe i ein zuteil,2135  4da919b2-53c6-4300-ba96-19eab6b927b4
0.75,0.0,dem des entspricht entscheid gewinnstrebens auch,allen entscheiden gewinnstäbigkeit betreut gymnasium ganze im,das entspricht dem gebot des gewinnstrebens und auch dem entscheid der elcom,das ganze gymnasium betreut im gebot der gewinnstäbigkeit und allen entscheiden der elcom,1517  234f52d8-c56c-4088-8135-0e807886d4c9
0.75,0.0,kultushandlungen besteht von schliesslich unwesentlicher aufgabe,läufig kulturaushandlungen dieser wäre unwesentlich aufgaben zwanzig,ein nicht unwesentlicher teil der aufgabe von geistlichen besteht schliesslich aus kultushandlungen,dieser wäre nicht unwesentlich ein teil der aufgaben der geistlichen zwanzig läufig aus kulturaushandlungen,2333  42e9c8e4-f59b-4a05-b536-eae4a5f328a5
0.75,0.0,skontoabzug ein,konto das,ein skontoabzug hilft nichts,das konto das hilft nichts,2263  62d90951-ff6f-498f-9931-4fdd237e40f9
0.75,0.167,benutzbar fenster dem fenstern undichten wirklich der,zu benutzen chance undichterfenster zustandsgebung im diese heutigen diesem,die räume sind wegen undichten fenstern und dem schlechten isolationswert der fenster nicht mehr wirklich benutzbar,die räume sind wegen undichterfenster und zu diesem schlechten isolationswert und diese chance nicht mehr im heutigen zustandsgebung zu benutzen,2290  d3ef57e9-ab1a-4805-95c1-c047d005ebba
0.75,0.0,wir gegen besetzungen,sie gegenbesitzungen,wir sind gegen besetzungen,sie sind gegenbesitzungen,2983  9efb7a0f-95cd-494a-b066-671b730c0b5e
0.75,0.0,gewesen nötig keine so wäre,wird also gebraucht eine,so wäre auch keine dringliche anfrage nötig gewesen,also auch wird eine dringliche anfrage gebraucht,3325  3618aeb5-cdc2-4b20-88ea-03b1d77ede84
0.75,0.135,sieben will sollten das es tba machen unsicheren kreiseln auch bei,sind dieser tut sein kreiseli amt unsicher volle wollen wo kreisen noch man,das tba schreibt auch dass es bei sechs oder sieben sehr unsicheren kreiseln die gemeinden darauf hinweisen will dass sie dort etwas machen sollten,dieser schreibt sein volle amt sechs oder kreiseli kreisen die noch sehr unsicher sind wo sie die gemeinden darauf hinweisen wollen dass man dort etwas tut,2646  d34c4604-db54-4f81-80a3-a1381e38159a
0.75,0.0,inspirierend abend ich spannend fand diesen,sie inspirierende spannende es hat,ich fand diesen abend sehr spannend und inspirierend,sie hat es sehr spannende und inspirierende,148  2833b932-9d8d-41fa-8719-a7d002838edb
0.75,0.0,könne ebensogut wie deshalb das man,gut können oder dies wir gerade,deshalb könne man das ebensogut ablehnen wie abschreiben,wir können dies gerade gut ablehnen oder abschreiben,1280  1751529c-87e0-4156-9e28-e0b0ff6c8730
0.75,0.0,wäre zu das,wird darüber,das wäre zu diskutieren,darüber wird diskutieren,2454  d5211e32-4788-4c54-90e0-cefa67cc0c97
0.75,0.0,sie wofür ist,was als,wofür ist sie verantwortlich,was als verantwortlich,1991  0ee52349-42bd-4ce1-852d-b8ed59c3c951
0.76,0.0,gesorgt damit werden eingerichtet kann momentane,sorgen mit einer übergangsübergangsübergangsangemessen für bis bestehende den übergang moment,damit wird dafür gesorgt dass die momentane praxis beibehalten wird und eine angemessene übergangsfrist eingerichtet werden kann,und dafür sorgen dass die bestehende praxis für den moment die beibehalten wird bis eine angemessene übergangsfrist mit einer übergangsübergangsübergangsangemessen übergang,769  04cdc043-0d84-42be-b711-efe8e1d54036
0.76,0.0,die erstaunt dass den ein predigen solcher sehr,ich solchen einen das gerade habe effizienzpredigen der diesen hat,dass ein solcher vorstoss ausgerechnet von den fraktionen und parteien kommt die immer effizienz predigen erstaunt sehr,ich habe das gerade ausgerechnet von diesen fraktionen und parteien einen solchen vorstoss kommt der immer effizienzpredigen effizienz hat,154  c5c3421e-46f4-41c7-80eb-7ed8004d9719
0.76,0.177,lehnen an junker zusammen aber ab ist worden uns motion von grossrätin nehmen eingereichte diejenige,nämlich ich dass annahme ablehnen diejenigen habe würden also unsere,die von uns zusammen mit den bürgerlichen eingereichte motion nehmen wir an aber diejenige die von grossrätin junker eingereicht worden ist lehnen wir ab und zwar aus folgendem grund,nämlich dass wir unsere annahme also diejenigen die ich mit den bürgerlichen eingereicht habe eingereicht habe würden wir ablehnen und zwar aus folgendem grund,1558  78ed89c2-86ac-4325-b204-f17c0a9947cb
0.76,0.0,kommen alle sind dass wussten haargenau gezogen diesen einen,haben mit zügelt kantonen einem zügelten genau den gewissermassen,alle leute die in diesen kanton gezogen sind wussten haargenau dass sie in einen reformierten kanton kommen,die leute in den kantonen zügelten sie haben genau gewissermassen mit einem reformierten kanton zügelt,1789  f1f6366a-89cf-4b46-b426-9c3d198d70de
0.76,0.214,unterbreitet entsprechende lösungsvorschläge tut schnell uns möglichst,regelstreiten an sie vorschlägen entsprechenden dereselben umsetzen macht bei,wir haben den klaren anspruch dass die regierung dies möglichst schnell tut und uns entsprechende lösungsvorschläge unterbreitet,umsetzen wir haben den klaren anspruch an die regierung dass sie dies regelstreiten macht und bei den entsprechenden und dereselben vorschlägen,2000  49aa5ed4-a589-442a-8216-ead26a2b7b67
0.76,0.0,einsatzes des hunde eindruck sie er sicher den anschaffen brauche chef hat,zu gefühl braucht wohl hunden tun chefeinsatz hätte das,wenn der chef des einsatzes den eindruck hat es brauche mehr hunde würde er sie sicher anschaffen,wenn der chefeinsatz das gefühl hätte braucht mehr hunden würde es wohl zu tun,1214  b1f235bc-8b4c-4741-936e-6eb97ad1c7ab
0.77,0.0,erinnern manche ihnen von missglückte in physik chemie experimente,die kamin ölförderung häusig der experiventer erinnert,manche von ihnen erinnern sich möglicherweise an missglückte experimente in physik oder chemie,die ölförderung erinnert sich möglicherweise an experiventer häusig oder an der kamin,483  1021b131-ccb4-44ee-a0b4-adf484945259
0.77,0.0,möchten von diese,unsere motion will,wir stimmen der annahme von ziffer 1 zu möchten diese aber nicht abschreiben,ziffer 1 stimmen wir der annahme zu aber will unsere motion nicht abschreiben,911  ab0be905-1194-4225-a621-28bc035f024f
0.77,0.0,in inforama kantonseigenen teil rütti rindviehstall ist,stelle infirastalt zollikofene rüti rahmen kantonsseigenen im,der rindviehstall in zollikofen ist teil des kantonseigenen standorts inforama in rütti zollikofen,der infirastalt zollikofene stelle des kantonsseigenen standorts im rahmen der rüti zollikofen,2766  20808b29-d54d-4314-8246-bab75ee0c583
0.77,0.0,zu erinnern an gut wäre dabei traditionelle und es,administrationelle könnte das wenn zurückbeziehen heisst dann man,und dabei wäre es gut sich an die traditionelle schweizer sozialpartnerschaft zu erinnern,wenn man sich zurückbeziehen könnte dann die administrationelle schweizer sozialpartnerschaft das heisst,2250  f368286f-21ee-422c-9794-ff1df52063b1
0.77,0.136,vom sollen bisschen intervallen uns den ein in erscheint vorgegebenen,vor wie ich etwas interwalle nach vorgibt es dem von indem bedaucht eine der seller,die rgsk sollen überarbeitet werden und zwar in den vom bund vorgegebenen intervallen auch wenn uns das vielleicht ein bisschen übertrieben erscheint,die rgsk nach wie vor seller überarbeitet werden und zwar indem eine interwalle von dem es der bund vorgibt auch wenn ich das vielleicht etwas übertrieben bedaucht,805  74901520-eb3c-483f-a884-773eaadeef48
0.77,0.222,zu selbstwertgefühl ja mit hilft einem diese motion wieder betroffenen verbesserten da,verbessertes selbstwert ein,da hilft diese motion ja auch wieder mit und damit kann man auch zu einem verbesserten selbstwertgefühl dieser sozialhilfeabhängigen und betroffenen beitragen,damit kann man auch ein verbessertes selbstwert dieser sozialhilfeabhängigen und damit kann man auch ein verbessertes selbstwert beitragen,2765  30a3ad12-e80b-49e3-95de-efec4716bb45
