id	target_txt	checkpoint	prediction
379  common_voice_sv-SE_18850868	He does not intend to hold the six hours.	750	It is my best friends stag party.
379  common_voice_sv-SE_18850868	He does not intend to hold the six hours.	1000	That’s not what I’m something.
379  common_voice_sv-SE_18850868	He does not intend to hold the six hours.	500	What are you going to do now, mom?
774  common_voice_sv-SE_19623696	The smart ones will pull out from here.	-	-
774  common_voice_sv-SE_19623696	The smart ones will pull out from here.	250	What do you know that?
774  common_voice_sv-SE_19623696	The smart ones will pull out from here.	50	I I an’t the the the the the angoure the the the.
774  common_voice_sv-SE_19623696	The smart ones will pull out from here.	1250	Yes, I think it loosened.
774  common_voice_sv-SE_19623696	The smart ones will pull out from here.	750	It is not a problem.
774  common_voice_sv-SE_19623696	The smart ones will pull out from here.	1000	We’re not touching them.
774  common_voice_sv-SE_19623696	The smart ones will pull out from here.	500	What are you going to do?
1384  common_voice_sv-SE_20021382	Is it okay that my brother is the one piloting the robot?	-	-
1384  common_voice_sv-SE_20021382	Is it okay that my brother is the one piloting the robot?	250	Why do you know that the was thing?
1384  common_voice_sv-SE_20021382	Is it okay that my brother is the one piloting the robot?	50	You an’the the the the the the the the the the the the there the be be bererererere the the the be be therere the therere be berere bererererere therererererererere the.
1384  common_voice_sv-SE_20021382	Is it okay that my brother is the one piloting the robot?	1250	Then I can control it and for the grown.
1384  common_voice_sv-SE_20021382	Is it okay that my brother is the one piloting the robot?	750	I have not been seeking attention.
1384  common_voice_sv-SE_20021382	Is it okay that my brother is the one piloting the robot?	1000	Then I can control it and fight the bad guys!
1384  common_voice_sv-SE_20021382	Is it okay that my brother is the one piloting the robot?	500	What are you going to do now, you’re now?
356  common_voice_sv-SE_18856711	You can use a card to pay.	-	-
356  common_voice_sv-SE_18856711	You can use a card to pay.	250	What are you going to the cand?
356  common_voice_sv-SE_18856711	You can use a card to pay.	50	I I an’the the the the the the the the the athe the.
356  common_voice_sv-SE_18856711	You can use a card to pay.	1250	That’s why you started the restang company.
356  common_voice_sv-SE_18856711	You can use a card to pay.	750	The school risks being closed down.
356  common_voice_sv-SE_18856711	You can use a card to pay.	1000	Thank you for coming, Mr. President.
356  common_voice_sv-SE_18856711	You can use a card to pay.	500	They are a probably in times.
200  common_voice_sv-SE_19732925	I thought it might be a good opportunity for me.	-	-
200  common_voice_sv-SE_19732925	I thought it might be a good opportunity for me.	250	You can’t have to the party the the stater.
200  common_voice_sv-SE_19732925	I thought it might be a good opportunity for me.	50	The the the s the the the the the the there are the the there the be be bererere the the the the the there be the therere be berere therererere thererererererererererere s s.
200  common_voice_sv-SE_19732925	I thought it might be a good opportunity for me.	1250	I want you to know where the business with you.
200  common_voice_sv-SE_19732925	I thought it might be a good opportunity for me.	750	I am playing a game, we do not want to be disturbed.
200  common_voice_sv-SE_19732925	I thought it might be a good opportunity for me.	1000	I got a secret mission to save the world, so I couldn’t.
200  common_voice_sv-SE_19732925	I thought it might be a good opportunity for me.	500	We have a probably notices for a pure have now.
140  common_voice_sv-SE_19020383	Last time we followed you they slaughtered us.	-	-
140  common_voice_sv-SE_19020383	Last time we followed you they slaughtered us.	250	What are you going to the back.
140  common_voice_sv-SE_19020383	Last time we followed you they slaughtered us.	50	I I the tous the the the the athe the the the there the there the the the the s be the the the the be the the the bererere bererere bererererere thererererererere berere s s.
140  common_voice_sv-SE_19020383	Last time we followed you they slaughtered us.	1250	You could be able to pay our debt.
140  common_voice_sv-SE_19020383	Last time we followed you they slaughtered us.	750	It could run a water pump.
140  common_voice_sv-SE_19020383	Last time we followed you they slaughtered us.	1000	But it’s my birthday.
140  common_voice_sv-SE_19020383	Last time we followed you they slaughtered us.	500	We have to find his very nothing unday.
1377  common_voice_sv-SE_20021361	Our thief seems to have taken his reward after all.	-	-
1377  common_voice_sv-SE_20021361	Our thief seems to have taken his reward after all.	250	What do you want to that?
1377  common_voice_sv-SE_20021361	Our thief seems to have taken his reward after all.	50	I I an’the the the the the the athe the the athe the the there there be the the the the athe the be the the the the berere bererere bererererere bererererererererererere s s.
1377  common_voice_sv-SE_20021361	Our thief seems to have taken his reward after all.	1250	I told you, the batteries are bad.
1377  common_voice_sv-SE_20021361	Our thief seems to have taken his reward after all.	750	It could run a water pump.
1377  common_voice_sv-SE_20021361	Our thief seems to have taken his reward after all.	1000	It can’t be easy to be responsible for this.
1377  common_voice_sv-SE_20021361	Our thief seems to have taken his reward after all.	500	You’re not allowed to fince for the could.
661  common_voice_sv-SE_18754042	The realtor for your dream house called.	-	-
661  common_voice_sv-SE_18754042	The realtor for your dream house called.	250	Why do you know that?
661  common_voice_sv-SE_18754042	The realtor for your dream house called.	50	I I an’the the the the the the athe the the athe the.
661  common_voice_sv-SE_18754042	The realtor for your dream house called.	1250	It is up to me if I want to end it or not!
661  common_voice_sv-SE_18754042	The realtor for your dream house called.	750	It is up to me if I want to end it or not!
661  common_voice_sv-SE_18754042	The realtor for your dream house called.	1000	It is up to me if I want to end it or not!
661  common_voice_sv-SE_18754042	The realtor for your dream house called.	500	You are not about that something a could.
317  common_voice_sv-SE_20159186	They know you don’t have a meeting.	-	-
317  common_voice_sv-SE_20159186	They know you don’t have a meeting.	250	What do you know that?
317  common_voice_sv-SE_20159186	They know you don’t have a meeting.	50	I I an’the the the the the the athe the the.
317  common_voice_sv-SE_20159186	They know you don’t have a meeting.	1250	You can die for it.
317  common_voice_sv-SE_20159186	They know you don’t have a meeting.	750	I have not been seeking attention.
317  common_voice_sv-SE_20159186	They know you don’t have a meeting.	1000	You can die for it.
317  common_voice_sv-SE_20159186	They know you don’t have a meeting.	500	What are you going to do?
71  common_voice_sv-SE_19380484	I am so used to getting made up in the morning.	-	-
71  common_voice_sv-SE_19380484	I am so used to getting made up in the morning.	250	What are you going?
71  common_voice_sv-SE_19380484	I am so used to getting made up in the morning.	50	You an’t the the the the the athe the the the the the the.
71  common_voice_sv-SE_19380484	I am so used to getting made up in the morning.	1250	That is the only possibility.
71  common_voice_sv-SE_19380484	I am so used to getting made up in the morning.	750	It’s probably a time paradox.
71  common_voice_sv-SE_19380484	I am so used to getting made up in the morning.	1000	This felt really good it.
71  common_voice_sv-SE_19380484	I am so used to getting made up in the morning.	500	What are you going to do now?
1231  common_voice_sv-SE_18770448	You only saw what he wanted you to see.	-	-
1231  common_voice_sv-SE_18770448	You only saw what he wanted you to see.	250	You can’t have to the come and to the be the the therer.
1231  common_voice_sv-SE_18770448	You only saw what he wanted you to see.	50	You an the the the the the the athe the the athe the the there are be be bous che the the the the be cathe be the thathe be berere the be berere bererere bererere berere s s be s s be be be the the a
1231  common_voice_sv-SE_18770448	You only saw what he wanted you to see.	1250	Your dream about a new city will come true with my help.
1231  common_voice_sv-SE_18770448	You only saw what he wanted you to see.	750	You are a psychopath and a killer.
1231  common_voice_sv-SE_18770448	You only saw what he wanted you to see.	1000	Your parents are probably letting you return under current circumstan.
1231  common_voice_sv-SE_18770448	You only saw what he wanted you to see.	500	We need to know that everything will be and the families.
1392  common_voice_sv-SE_20021417	Yesterday when he boarded the plane in Minneapolis.	-	-
1392  common_voice_sv-SE_20021417	Yesterday when he boarded the plane in Minneapolis.	250	You’re not think about about there.
1392  common_voice_sv-SE_20021417	Yesterday when he boarded the plane in Minneapolis.	50	You an’the the the the the the the the the the.
1392  common_voice_sv-SE_20021417	Yesterday when he boarded the plane in Minneapolis.	1250	It was when they got the bonus box.
1392  common_voice_sv-SE_20021417	Yesterday when he boarded the plane in Minneapolis.	750	The school has received a bomb threat.
1392  common_voice_sv-SE_20021417	Yesterday when he boarded the plane in Minneapolis.	1000	The guy who wanted to buy our house.
1392  common_voice_sv-SE_20021417	Yesterday when he boarded the plane in Minneapolis.	500	That was why you start talking about without payst.
127  common_voice_sv-SE_18927142	No, no worries.	-	-
127  common_voice_sv-SE_18927142	No, no worries.	250	What do you know that?
127  common_voice_sv-SE_18927142	No, no worries.	50	I I tous the the the the the athe the the the the the the.
127  common_voice_sv-SE_18927142	No, no worries.	1250	After a slowng that the was good.
127  common_voice_sv-SE_18927142	No, no worries.	750	I have not been seeking atttention.
127  common_voice_sv-SE_18927142	No, no worries.	1000	But then I was going to say that.
127  common_voice_sv-SE_18927142	No, no worries.	500	They are not going to the busines.
417  common_voice_sv-SE_18762820	She was doing badminton and athletics.	-	-
417  common_voice_sv-SE_18762820	She was doing badminton and athletics.	250	What do you know that?
417  common_voice_sv-SE_18762820	She was doing badminton and athletics.	50	I I an’the the the the the the the the the athe the the.
417  common_voice_sv-SE_18762820	She was doing badminton and athletics.	1250	That is why they still are at a numerice.
417  common_voice_sv-SE_18762820	She was doing badminton and athletics.	750	I can’t close my eyes when he sneaks in here.
417  common_voice_sv-SE_18762820	She was doing badminton and athletics.	1000	We have to build a model and see if it works.
417  common_voice_sv-SE_18762820	She was doing badminton and athletics.	500	That was what you will be something.
159  common_voice_sv-SE_18851445	What about your bookings?	-	-
159  common_voice_sv-SE_18851445	What about your bookings?	250	What are you going?
159  common_voice_sv-SE_18851445	What about your bookings?	50	Whe athe the toure the the t athe the there atoure athe athere the.
159  common_voice_sv-SE_18851445	What about your bookings?	1250	You know, they have now.
159  common_voice_sv-SE_18851445	What about your bookings?	750	You know, they have nother.
159  common_voice_sv-SE_18851445	What about your bookings?	1000	You know she drugged me.
159  common_voice_sv-SE_18851445	What about your bookings?	500	What are you doing here?
44  common_voice_sv-SE_18788674	It’s Hip-hop.	-	-
44  common_voice_sv-SE_18788674	It’s Hip-hop.	250	What are you going?
44  common_voice_sv-SE_18788674	It’s Hip-hop.	50	Whe athe the the athe the the athe the ingous.
44  common_voice_sv-SE_18788674	It’s Hip-hop.	1250	Can you get the do now?
44  common_voice_sv-SE_18788674	It’s Hip-hop.	750	No, I’m pissed of.
44  common_voice_sv-SE_18788674	It’s Hip-hop.	1000	You know she drugged me.
44  common_voice_sv-SE_18788674	It’s Hip-hop.	500	What are you going to do?
157  common_voice_sv-SE_18852639	One day she wore the wrong color sweater.	-	-
157  common_voice_sv-SE_18852639	One day she wore the wrong color sweater.	250	Why do you know that?
157  common_voice_sv-SE_18852639	One day she wore the wrong color sweater.	50	You an’the the the the the the the the the.
157  common_voice_sv-SE_18852639	One day she wore the wrong color sweater.	1250	And now you’d rather die than get married?
157  common_voice_sv-SE_18852639	One day she wore the wrong color sweater.	750	They can’t manufacture anything.
157  common_voice_sv-SE_18852639	One day she wore the wrong color sweater.	1000	Can’t get a grip on small ankles right.
157  common_voice_sv-SE_18852639	One day she wore the wrong color sweater.	500	They are our will compagess and life.
254  common_voice_sv-SE_18858732	Did you give the clients figs?	-	-
254  common_voice_sv-SE_18858732	Did you give the clients figs?	250	What are you going to that?
254  common_voice_sv-SE_18858732	Did you give the clients figs?	50	I I an’the the the the the the athe the the.
254  common_voice_sv-SE_18858732	Did you give the clients figs?	1250	It’s not a problem.
254  common_voice_sv-SE_18858732	Did you give the clients figs?	750	It is not problem.
254  common_voice_sv-SE_18858732	Did you give the clients figs?	1000	It's easy, and it will change your life.
254  common_voice_sv-SE_18858732	Did you give the clients figs?	500	That was what you will do work.
870  common_voice_sv-SE_19795634	A Skvader is a mix between a hare and a grouse.	-	-
870  common_voice_sv-SE_19795634	A Skvader is a mix between a hare and a grouse.	250	Why don’t you want to that the parting to the the the the hellld here t.
870  common_voice_sv-SE_19795634	A Skvader is a mix between a hare and a grouse.	50	You the the s the the the the the the there athe the be the be s be be berere che the che the the be the be bere be bere be berere thererererere bererere be bere bererere s bere s s be be be the that
870  common_voice_sv-SE_19795634	A Skvader is a mix between a hare and a grouse.	1250	Some of you might end up in the same situation.
870  common_voice_sv-SE_19795634	A Skvader is a mix between a hare and a grouse.	750	Some of you might end up in the same situation.
870  common_voice_sv-SE_19795634	A Skvader is a mix between a hare and a grouse.	1000	And then we guarantee your return trip to Paris, Sunday.
870  common_voice_sv-SE_19795634	A Skvader is a mix between a hare and a grouse.	500	You are not about will something for have now.
250  common_voice_sv-SE_19826468	But you get to keep the house?	-	-
250  common_voice_sv-SE_19826468	But you get to keep the house?	250	What are you going to do that?
250  common_voice_sv-SE_19826468	But you get to keep the house?	50	You an’the the the the the the the the the athe the the therere are be the there the the the there be the be the thererere bererere bererererere therererererere.
250  common_voice_sv-SE_19826468	But you get to keep the house?	1250	That’s not what I’m saying.
250  common_voice_sv-SE_19826468	But you get to keep the house?	750	It is after all an important.
250  common_voice_sv-SE_19826468	But you get to keep the house?	1000	Do you really want to know?
250  common_voice_sv-SE_19826468	But you get to keep the house?	500	That’s not what I’m saying.
1454  common_voice_sv-SE_20105062	We should have had the stag in Budapest.	-	-
1454  common_voice_sv-SE_20105062	We should have had the stag in Budapest.	250	You’re not think about that.
1454  common_voice_sv-SE_20105062	We should have had the stag in Budapest.	50	I I an’the the the the the the the the the athe the the the the the the bererere the the the the the there be the bererere bererere therererere therererererererere there.
1454  common_voice_sv-SE_20105062	We should have had the stag in Budapest.	1250	That’s why you started your garbage company.
1454  common_voice_sv-SE_20105062	We should have had the stag in Budapest.	750	I can’t probably with your girl.
1454  common_voice_sv-SE_20105062	We should have had the stag in Budapest.	1000	The school risks being closed down.
1454  common_voice_sv-SE_20105062	We should have had the stag in Budapest.	500	That was why you start talking away.
131  common_voice_sv-SE_19863410	You roll out the fat.	-	-
131  common_voice_sv-SE_19863410	You roll out the fat.	250	What do you know that?
131  common_voice_sv-SE_19863410	You roll out the fat.	50	I I an’the the the the the the athe the the.
131  common_voice_sv-SE_19863410	You roll out the fat.	1250	It’s not problem.
131  common_voice_sv-SE_19863410	You roll out the fat.	750	Isn’t life funny?
131  common_voice_sv-SE_19863410	You roll out the fat.	1000	It is the car from the gas station.
131  common_voice_sv-SE_19863410	You roll out the fat.	500	What are you going to do?
795  common_voice_sv-SE_19624025	When I was little, if I was sad.	-	-
795  common_voice_sv-SE_19624025	When I was little, if I was sad.	250	What do you know that?
795  common_voice_sv-SE_19624025	When I was little, if I was sad.	50	I I an’the the the the the the athe the the.
795  common_voice_sv-SE_19624025	When I was little, if I was sad.	1250	It is the car from the gas station.
795  common_voice_sv-SE_19624025	When I was little, if I was sad.	750	I have not been seeking atttention.
795  common_voice_sv-SE_19624025	When I was little, if I was sad.	1000	That’s not what I’m saying.
795  common_voice_sv-SE_19624025	When I was little, if I was sad.	500	What are you going to do now, mom?
306  common_voice_sv-SE_18742727	I’ve received an answer from the laboratory.	-	-
306  common_voice_sv-SE_18742727	I’ve received an answer from the laboratory.	250	What do you know that?
306  common_voice_sv-SE_18742727	I’ve received an answer from the laboratory.	50	I I an’the the the the the the athe the the athe are the there the.
306  common_voice_sv-SE_18742727	I’ve received an answer from the laboratory.	1250	That was more than a year.
306  common_voice_sv-SE_18742727	I’ve received an answer from the laboratory.	750	I have not been able to interrogate him yet.
306  common_voice_sv-SE_18742727	I’ve received an answer from the laboratory.	1000	That was more than a year ago, you psycho.
306  common_voice_sv-SE_18742727	I’ve received an answer from the laboratory.	500	What are you going to do now, moright?
1025  common_voice_sv-SE_18858698	He is using diversions.	-	-
1025  common_voice_sv-SE_18858698	He is using diversions.	250	Why don’t think you willd that the the the come the the therere thime t.
1025  common_voice_sv-SE_18858698	He is using diversions.	50	The the the s the the the the are the there athe the the there are be are the s cathe the the the the the be the the bere be berere bererererere bererere be berere be be s s be s s be be be therere t
1025  common_voice_sv-SE_18858698	He is using diversions.	1250	The black smoke that it emits is full of toxic substances.
1025  common_voice_sv-SE_18858698	He is using diversions.	750	I’ve been paying child support to him at the same time that I’ve been taking care of the kids.
1025  common_voice_sv-SE_18858698	He is using diversions.	1000	He isn’t police, but he’s not making any sense right now.
1025  common_voice_sv-SE_18858698	He is using diversions.	500	I don’t want have to give you would everyone before.
1002  common_voice_sv-SE_18853084	Sir, we have received a complaint regarding the noise level here.	-	-
1002  common_voice_sv-SE_18853084	Sir, we have received a complaint regarding the noise level here.	250	Why do you know that the will to the be the some the ther.
1002  common_voice_sv-SE_18853084	Sir, we have received a complaint regarding the noise level here.	50	You an’the the the the the the the the the the the the the.
1002  common_voice_sv-SE_18853084	Sir, we have received a complaint regarding the noise level here.	1250	Fifty million, unmarked bills.
1002  common_voice_sv-SE_18853084	Sir, we have received a complaint regarding the noise level here.	750	I was going to tell, but haven’t gotten the opportunity.
1002  common_voice_sv-SE_18853084	Sir, we have received a complaint regarding the noise level here.	1000	The government who beat our chief?
1002  common_voice_sv-SE_18853084	Sir, we have received a complaint regarding the noise level here.	500	The government will protents from the end, what you want.
556  common_voice_sv-SE_19307806	Harry broke into my home and has kidnapped me.	-	-
556  common_voice_sv-SE_19307806	Harry broke into my home and has kidnapped me.	250	You can’t have to the partion.
556  common_voice_sv-SE_19307806	Harry broke into my home and has kidnapped me.	50	I I an’the the the the the the athe the the athere athe there the be be bere the be the the the be be the be the the bere be berere bererererere bererere be bere berere be s bere s be be be the the t
556  common_voice_sv-SE_19307806	Harry broke into my home and has kidnapped me.	1250	Fifty million, unmarked bills.
556  common_voice_sv-SE_19307806	Harry broke into my home and has kidnapped me.	750	But if you fail we will do it my way.
556  common_voice_sv-SE_19307806	Harry broke into my home and has kidnapped me.	1000	That was more than a year ago, you psycho.
556  common_voice_sv-SE_19307806	Harry broke into my home and has kidnapped me.	500	And if the find here that is the rearding.
535  common_voice_sv-SE_18923759	I’m not interested.	-	-
535  common_voice_sv-SE_18923759	I’m not interested.	250	You can’t think that.
535  common_voice_sv-SE_18923759	I’m not interested.	50	You an’t the the the the the the the the the.
535  common_voice_sv-SE_18923759	I’m not interested.	1250	We can’t risk him recognizing you.
535  common_voice_sv-SE_18923759	I’m not interested.	750	Will you help me with the garbage cans?
535  common_voice_sv-SE_18923759	I’m not interested.	1000	We can stop the bombs from exploding.
535  common_voice_sv-SE_18923759	I’m not interested.	500	We need to go to start anything.
1108  common_voice_sv-SE_18746423	I messed up.	-	-
1108  common_voice_sv-SE_18746423	I messed up.	250	What are you going?
1108  common_voice_sv-SE_18746423	I messed up.	50	Whe athe the the the ingous.
1108  common_voice_sv-SE_18746423	I messed up.	1250	It’s just the two of us.
1108  common_voice_sv-SE_18746423	I messed up.	750	It is not possible.
1108  common_voice_sv-SE_18746423	I messed up.	1000	That I do not know.
1108  common_voice_sv-SE_18746423	I messed up.	500	What are you going to do?
1111  common_voice_sv-SE_18746430	They will not agree on it.	-	-
1111  common_voice_sv-SE_18746430	They will not agree on it.	250	What are you don’t want to that?
1111  common_voice_sv-SE_18746430	They will not agree on it.	50	You the the toure the the the the the the the the the therere there be s the the the the the the the the wathe the thathe be bere the thererere therererererererere s s s s s s s s s be the the that t
1111  common_voice_sv-SE_18746430	They will not agree on it.	1250	You don’t respect my skills.
1111  common_voice_sv-SE_18746430	They will not agree on it.	750	And the girls should be present to give me flowers.
1111  common_voice_sv-SE_18746430	They will not agree on it.	1000	You don’t respect my skills.
1111  common_voice_sv-SE_18746430	They will not agree on it.	500	And if the frun is goood it has to.
1240  common_voice_sv-SE_18770473	She told everything to my wife who’s now dead.	-	-
1240  common_voice_sv-SE_18770473	She told everything to my wife who’s now dead.	250	You can’t the beack the the parting to the the the therer.
1240  common_voice_sv-SE_18770473	She told everything to my wife who’s now dead.	50	I I tous the the the the the athe the the athe the the the the therere s s s s cathe the the there be the be the thathathe bere the there berere bererere bererere be the s s.
1240  common_voice_sv-SE_18770473	She told everything to my wife who’s now dead.	1250	And the girls should be present to give me flowers.
1240  common_voice_sv-SE_18770473	She told everything to my wife who’s now dead.	750	I have nothing to hide, I am the truth.
1240  common_voice_sv-SE_18770473	She told everything to my wife who’s now dead.	1000	And the girls should be present to give me flowers.
1240  common_voice_sv-SE_18770473	She told everything to my wife who’s now dead.	500	We need to know what every food a the family.
119  common_voice_sv-SE_20009863	They accepted my application.	-	-
119  common_voice_sv-SE_20009863	They accepted my application.	250	Why do you know that?
119  common_voice_sv-SE_20009863	They accepted my application.	50	You an’the the the the the the the the the.
119  common_voice_sv-SE_20009863	They accepted my application.	1250	I will wait here until you come back again.
119  common_voice_sv-SE_20009863	They accepted my application.	750	I should have trusted my instincts.
119  common_voice_sv-SE_20009863	They accepted my application.	1000	And I want everyone to look for them.
119  common_voice_sv-SE_20009863	They accepted my application.	500	What are you going to do that?
1117  common_voice_sv-SE_18746450	If we only knew where the bombs were.	-	-
1117  common_voice_sv-SE_18746450	If we only knew where the bombs were.	250	You can’t have to the can and the wat.
1117  common_voice_sv-SE_18746450	If we only knew where the bombs were.	50	You the the s the the the the the the there athe the the the the be be bousthe che the the the the the the be the thathe be bere the berererere thererere be berere bere s s s s s s be be be the the t
1117  common_voice_sv-SE_18746450	If we only knew where the bombs were.	1250	And aporable habit we adopted after the reformation.
1117  common_voice_sv-SE_18746450	If we only knew where the bombs were.	750	You are a psychopath and a killer.
1117  common_voice_sv-SE_18746450	If we only knew where the bombs were.	1000	And then we guarantee your return trip to Paris, Sunday.
1117  common_voice_sv-SE_18746450	If we only knew where the bombs were.	500	You are a probably new about about a without andere.
223  common_voice_sv-SE_18853009	People like him isolate themselves and avoid others.	-	-
223  common_voice_sv-SE_18853009	People like him isolate themselves and avoid others.	250	Why do you know that the will to the hat?
223  common_voice_sv-SE_18853009	People like him isolate themselves and avoid others.	50	You an’the the the the the the the the the the the be be arere ware be berere che the che the the be cathe bere be bererere berere thererererere bererere bererererererere s bere be the the the thare
223  common_voice_sv-SE_18853009	People like him isolate themselves and avoid others.	1250	So with a bit of dedication there are no reasons.
223  common_voice_sv-SE_18853009	People like him isolate themselves and avoid others.	750	So with a bit of dedication there are no reasons.
223  common_voice_sv-SE_18853009	People like him isolate themselves and avoid others.	1000	So with a bit of dedication there are no reasons.
223  common_voice_sv-SE_18853009	People like him isolate themselves and avoid others.	500	The government doesn’t want any ports.
522  common_voice_sv-SE_18852901	God alone will decide.	-	-
522  common_voice_sv-SE_18852901	God alone will decide.	250	What are you going?
522  common_voice_sv-SE_18852901	God alone will decide.	50	I I an’the the the the the the the the the athe the the therere the be the there the the the the the the be bere thererere bererere therererere therere.
522  common_voice_sv-SE_18852901	God alone will decide.	1250	That’s not what I’m saying.
522  common_voice_sv-SE_18852901	God alone will decide.	750	It is after all an important asignment.
522  common_voice_sv-SE_18852901	God alone will decide.	1000	That is why they still are at a numerical disad.
522  common_voice_sv-SE_18852901	God alone will decide.	500	What are you going to do now, mom?
79  common_voice_sv-SE_18859208	You could have told me that before I jumped off the roof.	-	-
79  common_voice_sv-SE_18859208	You could have told me that before I jumped off the roof.	250	You don’t know that the will the back the the the there st.
79  common_voice_sv-SE_18859208	You could have told me that before I jumped off the roof.	50	You the the the the the the the the the the the the the there are bere s the s che the the the the be the be the the there bererere therererere thererere thererere there s s.
79  common_voice_sv-SE_18859208	You could have told me that before I jumped off the roof.	1250	We’ll be fine until the crops have grown.
79  common_voice_sv-SE_18859208	You could have told me that before I jumped off the roof.	750	I barely got bachelor party out before she axed the idea.
79  common_voice_sv-SE_18859208	You could have told me that before I jumped off the roof.	1000	That is why they still are at a numerical disadvantage.
79  common_voice_sv-SE_18859208	You could have told me that before I jumped off the roof.	500	I don’t want to say anything, but it’s anymore.
14  common_voice_sv-SE_19033796	Your mother says breakfast is ready.	-	-
14  common_voice_sv-SE_19033796	Your mother says breakfast is ready.	250	Why do you know that?
14  common_voice_sv-SE_19033796	Your mother says breakfast is ready.	50	You an’the the the the the the the the the athe the the the the be be berere carere the the the the the the the the bere be berere therererere the thererererererere the.
14  common_voice_sv-SE_19033796	Your mother says breakfast is ready.	1250	Why don’t you check out backstage and I’ll meet of bere?
14  common_voice_sv-SE_19033796	Your mother says breakfast is ready.	750	I was going to tell, but haven’t gotten the opportunity.
14  common_voice_sv-SE_19033796	Your mother says breakfast is ready.	1000	When I look out among you, I see love.
14  common_voice_sv-SE_19033796	Your mother says breakfast is ready.	500	That was what you will company life.
429  common_voice_sv-SE_18762838	But there are side effects which I don’t appreciate.	-	-
429  common_voice_sv-SE_18762838	But there are side effects which I don’t appreciate.	250	Why do you know that the will have you the have the ther.
429  common_voice_sv-SE_18762838	But there are side effects which I don’t appreciate.	50	You an’the the the the the the the the the the the the the the are be bere the che the the the the be the be the thererere bererere thererere the thererererererere the.
429  common_voice_sv-SE_18762838	But there are side effects which I don’t appreciate.	1250	We have to fix this so we can read in the evening.
429  common_voice_sv-SE_18762838	But there are side effects which I don’t appreciate.	750	If you want to kill someone, that could happen.
429  common_voice_sv-SE_18762838	But there are side effects which I don’t appreciate.	1000	It is after all an important assignment.
429  common_voice_sv-SE_18762838	But there are side effects which I don’t appreciate.	500	You are a probably new a lot about a time.
381  common_voice_sv-SE_18736931	I envy you.	-	-
381  common_voice_sv-SE_18736931	I envy you.	250	What do you know that?
381  common_voice_sv-SE_18736931	I envy you.	50	I I an’the the the the the the are the the athe.
381  common_voice_sv-SE_18736931	I envy you.	1250	I guess she made that decision.
381  common_voice_sv-SE_18736931	I envy you.	750	It is so annoying.
381  common_voice_sv-SE_18736931	I envy you.	1000	It is the car from the gas station.
381  common_voice_sv-SE_18736931	I envy you.	500	What are you going to do?
604  common_voice_sv-SE_19354340	You are very smug for a man who just got robbed.	-	-
604  common_voice_sv-SE_19354340	You are very smug for a man who just got robbed.	250	You don’t know that the will the back the the the there t.
604  common_voice_sv-SE_19354340	You are very smug for a man who just got robbed.	50	The the the are the the the the the the the the the the the the the be arere s che the the the the the the the the therere bere the therererere thererere bererere berere s s.
604  common_voice_sv-SE_19354340	You are very smug for a man who just got robbed.	1250	We used to laugh at him, because when the evenid done.
604  common_voice_sv-SE_19354340	You are very smug for a man who just got robbed.	750	I made a scene on purpose.
604  common_voice_sv-SE_19354340	You are very smug for a man who just got robbed.	1000	We can’t risk him recognizing you.
604  common_voice_sv-SE_19354340	You are very smug for a man who just got robbed.	500	We have to build a model and see threat is and the family.
612  common_voice_sv-SE_18853569	You think you are wrong.	-	-
612  common_voice_sv-SE_18853569	You think you are wrong.	250	What do you know that?
612  common_voice_sv-SE_18853569	You think you are wrong.	50	I I tous the thathe the the the the the.
612  common_voice_sv-SE_18853569	You think you are wrong.	1250	It’s not a toy.
612  common_voice_sv-SE_18853569	You think you are wrong.	750	It’s not a toy.
612  common_voice_sv-SE_18853569	You think you are wrong.	1000	We have to save everything.
612  common_voice_sv-SE_18853569	You think you are wrong.	500	We need to go to school.
973  common_voice_sv-SE_18852918	I will check if the security company can identify the driver.	-	-
973  common_voice_sv-SE_18852918	I will check if the security company can identify the driver.	250	You don’t know that the will that take the there the therer.
973  common_voice_sv-SE_18852918	I will check if the security company can identify the driver.	50	You the the the the the the the the the the the the the there care be berere che the the the the the care be the therere be berere thererererere bererererererererererere s s care s the the the there
973  common_voice_sv-SE_18852918	I will check if the security company can identify the driver.	1250	You were supposed to keep him at the table, not make him loose all his money.
973  common_voice_sv-SE_18852918	I will check if the security company can identify the driver.	750	I might forgive you for having talked so much shit.
973  common_voice_sv-SE_18852918	I will check if the security company can identify the driver.	1000	I made a smaller fortune in unpaid tickets.
973  common_voice_sv-SE_18852918	I will check if the security company can identify the driver.	500	We need to know what every family with find hands.
862  common_voice_sv-SE_19790579	Yes, she should not act like your mother, but.	-	-
862  common_voice_sv-SE_19790579	Yes, she should not act like your mother, but.	250	Why don’t want to that the the parting to the the the the plerend therer.
862  common_voice_sv-SE_19790579	Yes, she should not act like your mother, but.	50	You an’t the the the the the the the the the as the the there cangous s s s s che the che the the be there be the therere be be the there berere berererere bererererere s s s be s s be be be the that
862  common_voice_sv-SE_19790579	Yes, she should not act like your mother, but.	1250	Under normal circumstances, I would agree.
862  common_voice_sv-SE_19790579	Yes, she should not act like your mother, but.	750	Since you are so ungenerous, I will take the necklace after.
862  common_voice_sv-SE_19790579	Yes, she should not act like your mother, but.	1000	What if he dishonors her and tells everyone?
